CustomerID,purchase_cnt,item_cnt,recency,user_total,user_average,unique_products,average_interval,total_transactions,cancel_frequency,cancel_rate
16374,2,236,66,458.8,229.4,100,1.83,108,0,0.0
15919,2,383,19,522.6,261.3,102,2.91,121,0,0.0
13596,2,384,5,664.1,332.05,133,0.05,146,0,0.0
16669,2,869,23,1340.3,670.15,139,0.36,153,0,0.0
16685,2,396,61,324.2,162.1,60,0.0,62,0,0.0
14921,2,953,30,1316.1,658.05,78,2.22,78,0,0.0
17259,2,388,148,581.2,290.6,104,1.91,116,0,0.0
14179,2,319,40,701.6,350.8,135,0.07,157,0,0.0
13850,2,941,88,1586.8,793.4,93,0.44,94,1,1.06
18034,2,559,21,418.7,209.35,99,0.0,110,0,0.0
17084,2,1690,35,2722.8,1361.4,145,0.0,148,0,0.0
13271,2,168,37,172.4,86.2,79,0.0,92,5,5.43
13601,2,548,45,693.3,346.65,90,1.69,99,0,0.0
14544,2,1530,24,2001.8,1000.9,96,3.09,110,0,0.0
12377,2,942,315,1548.1,774.05,71,0.52,76,0,0.0
14985,2,256,198,292.0,146.0,78,1.94,83,0,0.0
12758,2,2135,116,2791.6,1395.8,84,1.66,97,0,0.0
16031,2,421,92,547.9,273.95,91,1.59,98,0,0.0
13566,2,559,40,853.5,426.75,133,0.25,168,0,0.0
13030,2,347,11,750.3,375.15,75,3.96,91,0,0.0
17105,2,679,159,663.3,331.65,79,1.67,89,0,0.0
16805,2,539,173,460.6,230.3,94,1.92,98,0,0.0
16916,2,431,23,562.4,281.2,129,2.58,136,0,0.0
12762,2,1220,7,1702.5,851.25,61,0.26,67,0,0.0
17764,2,351,50,772.6,386.3,71,2.29,71,0,0.0
14396,2,225,65,488.0,244.0,71,4.25,73,0,0.0
15800,2,332,107,696.9,348.45,116,1.2,117,0,0.0
13569,2,155,17,337.1,168.55,72,4.55,78,0,0.0
12438,2,1169,14,2466.9,1233.45,83,1.32,96,0,0.0
13761,2,642,50,1070.6,535.3,68,1.87,70,0,0.0
14664,2,465,19,636.2,318.1,78,0.13,98,0,0.0
17252,2,192,116,348.9,174.45,86,0.81,86,0,0.0
13849,2,1012,51,1532.1,766.05,96,1.2,100,0,0.0
16253,2,3221,66,3673.7,1836.85,113,1.55,122,0,0.0
15531,2,1085,8,1972.4,986.2,196,0.1,219,0,0.0
16208,2,333,44,664.3,332.15,61,3.75,66,0,0.0
12635,2,1162,89,1509.2,754.6,95,0.66,99,0,0.0
13422,2,1321,51,2601.5,1300.75,127,0.1,128,1,0.78
17595,2,228,12,386.7,193.35,68,0.3,82,0,0.0
15012,2,225,53,405.0,202.5,110,2.64,122,0,0.0
13151,2,354,203,1240.2,620.1,72,1.26,74,1,1.35
15265,2,612,151,1506.1,753.05,76,1.04,82,0,0.0
18252,2,234,50,518.3,259.15,90,1.3,94,0,0.0
14998,2,258,170,414.9,207.45,70,0.97,74,0,0.0
15545,2,162,54,289.0,144.5,78,4.0,80,0,0.0
16053,2,1793,32,1511.9,755.95,81,1.07,84,0,0.0
17890,2,402,322,586.9,293.45,88,0.42,91,0,0.0
14670,2,326,280,392.9,196.45,107,0.0,123,0,0.0
17341,2,433,156,667.8,333.9,146,1.35,156,0,0.0
17537,2,698,29,887.5,443.75,73,3.79,73,0,0.0
17964,2,294,31,463.2,231.6,84,3.51,98,0,0.0
14451,2,378,60,643.9,321.95,86,1.29,105,0,0.0
15872,2,187,14,316.2,158.1,101,0.0,108,0,0.0
15889,2,200,156,400.8,200.4,78,2.59,83,0,0.0
13467,2,575,10,1064.3,532.15,87,0.26,96,0,0.0
15068,2,352,46,536.0,268.0,94,2.1,101,0,0.0
12536,2,2648,7,4136.0,2068.0,257,0.19,266,9,3.38
17100,2,764,18,936.7,468.35,62,0.0,62,0,0.0
15967,2,205,23,397.7,198.85,73,3.73,80,0,0.0
15976,2,275,165,427.6,213.8,83,0.57,96,0,0.0
16372,2,158,33,355.7,177.85,86,0.0,92,0,0.0
15665,2,1654,168,2222.2,1111.1,92,0.65,115,0,0.0
12669,2,1104,150,1427.7,713.85,96,1.08,98,0,0.0
13221,2,243,240,844.9,422.45,61,1.86,65,0,0.0
17931,2,249,134,408.4,204.2,63,1.89,65,0,0.0
17082,2,1049,33,2003.8,1001.9,75,3.56,81,0,0.0
16121,2,572,57,850.0,425.0,168,0.79,202,0,0.0
16386,2,205,28,302.6,151.3,76,2.81,81,0,0.0
16674,2,181,54,304.2,152.1,89,0.47,93,0,0.0
12397,2,1250,35,2214.9,1107.45,109,0.8,124,0,0.0
14651,2,343,67,653.7,326.85,95,1.43,101,0,0.0
16980,2,739,255,1028.5,514.25,71,0.45,81,0,0.0
16244,2,843,211,1512.6,756.3,87,1.8,90,0,0.0
15349,2,321,158,463.9,231.95,65,0.41,71,0,0.0
16284,2,525,31,804.2,402.1,86,0.19,102,0,0.0
16788,2,302,123,590.6,295.3,136,0.9,146,0,0.0
17397,2,250,22,681.4,340.7,88,0.0,89,0,0.0
18156,2,283,12,675.6,337.8,100,2.94,122,0,0.0
15054,2,198,12,302.1,151.05,105,0.25,114,0,0.0
17254,2,249,4,270.3,135.15,99,0.09,110,0,0.0
17444,2,2106,151,2384.1,1192.05,130,0.16,133,0,0.0
17507,2,359,261,605.6,302.8,79,0.54,88,0,0.0
17321,2,362,8,653.0,326.5,93,0.61,98,0,0.0
12501,2,1714,315,1945.7,972.85,148,0.13,159,11,6.92
14346,2,593,120,1016.5,508.25,54,3.03,59,0,0.0
14893,2,775,9,1213.0,606.5,70,0.03,71,0,0.0
13544,2,112,39,276.1,138.05,76,2.6,78,0,0.0
12556,2,353,50,595.4,297.7,99,0.85,118,0,0.0
17555,2,348,19,480.3,240.15,101,3.02,105,0,0.0
16644,2,826,177,833.8,416.9,62,0.56,62,0,0.0
17999,2,219,37,380.4,190.2,87,3.66,91,0,0.0
17290,2,397,3,513.0,256.5,92,0.13,96,0,0.0
17265,2,370,138,522.5,261.25,104,0.34,120,0,0.0
16200,2,516,4,1068.9,534.45,149,0.93,172,0,0.0
16442,3,442,1,607.6,202.53,160,2.12,170,0,0.0
15436,3,574,12,1067.8,355.93,243,0.76,291,0,0.0
16885,3,178,15,450.4,150.13,82,3.58,96,0,0.0
17371,3,151,17,418.4,139.47,83,4.04,86,0,0.0
15146,3,1459,164,1313.7,437.9,90,1.34,95,4,4.21
17461,3,746,22,715.4,238.47,103,0.06,105,0,0.0
14514,3,564,61,990.2,330.07,65,3.96,69,0,0.0
18235,3,1578,71,1796.5,598.83,100,1.41,104,0,0.0
16460,3,876,28,811.2,270.4,128,0.4,132,0,0.0
13637,3,404,52,803.0,267.67,78,1.79,98,0,0.0
14759,3,569,4,1626.0,542.0,92,2.25,102,0,0.0
15901,3,351,16,340.9,113.63,100,1.29,108,0,0.0
15009,3,639,12,1259.4,419.8,148,0.07,180,0,0.0
17618,3,309,5,914.3,304.77,54,5.55,65,0,0.0
17768,3,1122,8,2081.9,693.97,77,1.62,98,0,0.0
14930,3,1160,108,2363.0,787.67,116,1.31,127,0,0.0
14629,3,374,4,935.5,311.83,133,0.28,151,1,0.66
12625,3,1563,211,2362.3,787.43,73,1.22,88,4,4.55
15067,3,954,78,1744.8,581.6,82,2.52,82,0,0.0
14125,3,1616,10,2715.6,905.2,158,0.41,165,0,0.0
12942,3,198,131,675.6,225.2,68,3.39,70,0,0.0
13952,3,1364,211,3158.3,1052.77,116,0.2,134,1,0.75
15051,3,1008,23,1380.5,460.17,129,0.9,141,0,0.0
13736,3,492,5,721.9,240.63,167,1.33,193,3,1.55
16010,3,202,245,392.4,130.8,62,1.47,79,0,0.0
14934,3,1041,72,1888.8,629.6,68,2.39,88,1,1.14
16101,3,738,9,1246.0,415.33,76,0.74,83,7,8.43
17797,3,492,22,771.7,257.23,101,1.48,109,0,0.0
13851,3,1693,95,2641.3,880.43,76,2.42,80,0,0.0
15036,3,316,72,429.6,143.2,107,0.91,119,0,0.0
16221,3,709,36,858.8,286.27,89,3.55,94,0,0.0
16324,3,270,128,408.6,136.2,100,0.44,111,0,0.0
17932,3,789,29,1331.6,443.87,84,2.03,90,0,0.0
17360,3,328,17,568.2,189.4,113,1.34,125,0,0.0
13772,3,540,33,1122.6,374.2,141,1.19,173,0,0.0
14529,3,325,60,578.6,192.87,177,0.23,213,0,0.0
16049,3,762,40,1072.7,357.57,247,0.11,298,0,0.0
15700,3,328,172,664.0,221.33,85,0.01,89,3,3.37
15111,3,710,29,1567.5,522.5,70,4.12,84,0,0.0
12620,3,1179,14,1303.4,434.47,88,2.1,91,0,0.0
12406,3,1797,22,3255.6,1085.2,91,1.51,107,3,2.8
15376,3,615,40,1221.6,407.2,100,1.57,116,0,0.0
15877,3,242,1,437.4,145.8,121,0.13,127,2,1.57
14461,3,764,148,2102.3,700.77,171,0.64,178,0,0.0
13373,3,1651,60,3312.3,1104.1,135,1.36,158,0,0.0
18096,3,784,11,847.4,282.47,156,0.26,195,0,0.0
17015,3,1978,28,1838.6,612.87,182,0.73,214,0,0.0
13124,3,2119,89,3756.3,1252.1,185,1.21,222,0,0.0
15933,3,885,21,1107.5,369.17,63,0.88,74,0,0.0
16023,3,358,46,719.8,239.93,90,2.2,101,0,0.0
12360,3,1156,52,2302.1,767.37,104,1.18,126,0,0.0
13546,3,355,12,616.9,205.63,71,1.97,96,0,0.0
18036,3,229,32,398.2,132.73,76,2.32,93,0,0.0
16511,3,401,21,916.3,305.43,134,1.55,158,0,0.0
16464,3,952,19,1298.7,432.9,152,0.53,230,0,0.0
15907,3,477,3,881.9,293.97,174,0.92,225,0,0.0
14418,3,1711,3,1937.3,645.77,114,0.84,124,0,0.0
17590,3,818,2,1448.9,482.97,159,0.19,193,0,0.0
12526,3,624,0,1172.7,390.9,63,1.39,68,0,0.0
13486,3,669,78,1122.4,374.13,69,1.12,69,0,0.0
14250,3,1200,7,1904.0,634.67,94,0.75,111,0,0.0
16495,3,328,3,648.3,216.1,78,3.13,88,0,0.0
12560,3,1066,5,1885.4,628.47,91,1.27,109,6,5.5
16369,3,1025,18,1541.2,513.73,89,1.58,114,0,0.0
17777,3,501,24,647.6,215.87,141,0.39,190,0,0.0
17472,3,455,191,697.5,232.5,142,0.62,174,0,0.0
15398,3,767,16,1339.6,446.53,60,0.84,74,1,1.35
14387,3,795,32,1727.6,575.87,125,0.54,139,0,0.0
15339,3,409,66,550.9,183.63,77,2.95,86,2,2.33
16706,3,248,37,529.2,176.4,107,0.63,122,0,0.0
17545,3,337,43,642.3,214.1,122,0.0,141,0,0.0
15787,3,532,26,929.1,309.7,155,0.18,199,0,0.0
15427,3,963,33,1425.5,475.17,231,0.04,290,0,0.0
13224,3,1509,60,2147.8,715.93,100,0.85,108,1,0.93
16376,3,686,8,965.5,321.83,104,0.06,125,3,2.4
14856,3,687,36,1260.5,420.17,63,0.32,63,0,0.0
15429,3,366,26,363.6,121.2,76,0.59,82,1,1.22
17282,3,1866,130,1685.5,561.83,79,1.91,89,0,0.0
13959,3,355,79,594.0,198.0,79,3.17,90,0,0.0
14593,3,330,21,617.1,205.7,127,1.18,151,0,0.0
16889,3,925,194,1578.7,526.23,112,1.05,135,0,0.0
13344,3,944,67,2494.9,831.63,114,1.83,115,0,0.0
13174,3,1351,16,2738.8,912.93,227,1.21,292,0,0.0
15680,3,952,9,1333.7,444.57,61,4.61,78,0,0.0
12985,3,1413,0,1215.6,405.2,73,0.35,78,2,2.56
17886,3,469,31,869.3,289.77,93,2.14,102,0,0.0
16418,3,280,44,631.1,210.37,76,1.93,95,0,0.0
17917,3,184,45,335.0,111.67,77,3.47,92,0,0.0
15164,3,351,68,824.6,274.87,79,2.69,101,0,0.0
16012,3,799,35,1415.3,471.77,87,1.28,94,0,0.0
16110,3,717,45,1314.7,438.23,282,0.78,340,0,0.0
17864,3,705,12,552.8,184.27,69,2.98,89,0,0.0
14161,3,450,215,1097.6,365.87,87,1.48,104,0,0.0
15791,3,718,43,1599.4,533.13,65,2.15,75,1,1.33
12865,3,877,26,1548.1,516.03,87,3.49,96,1,1.04
16960,3,297,38,503.4,167.8,90,2.16,99,0,0.0
17759,3,696,17,818.7,272.9,81,1.73,89,0,0.0
17974,3,495,24,700.2,233.4,141,1.2,162,0,0.0
13365,3,1232,8,2178.6,726.2,121,1.6,131,4,3.05
15799,3,955,75,884.1,294.7,94,2.66,98,0,0.0
18043,3,265,24,529.3,176.43,106,3.0,115,0,0.0
14592,3,407,35,557.9,185.97,132,0.18,158,0,0.0
16940,3,2169,52,3049.9,1016.63,226,0.78,305,0,0.0
14499,3,496,26,808.4,269.47,146,1.33,190,0,0.0
13379,3,601,26,572.6,190.87,85,1.14,97,0,0.0
13827,3,138,57,409.8,136.6,83,0.93,92,0,0.0
14465,3,398,246,1038.4,346.13,107,0.46,123,0,0.0
13521,3,711,1,1068.9,356.3,311,0.02,416,0,0.0
15506,3,842,22,972.1,324.03,121,0.72,161,0,0.0
14669,3,770,241,1259.2,419.73,158,0.55,166,0,0.0
13421,3,1102,40,1821.1,607.03,88,2.47,102,1,0.98
17198,3,357,23,692.2,230.73,89,3.64,96,0,0.0
13764,3,918,70,1514.3,504.77,181,1.3,205,0,0.0
13334,3,1764,82,3502.3,1167.43,207,0.84,265,0,0.0
13659,3,867,197,1540.7,513.57,93,1.16,107,4,3.74
17272,4,1704,46,2083.3,520.83,69,1.92,113,2,1.77
12585,4,1246,234,1766.8,441.7,76,1.23,95,10,10.53
17159,4,1110,21,1534.7,383.68,96,1.48,102,1,0.98
14662,4,578,28,741.4,185.35,143,1.83,157,0,0.0
16261,4,301,17,728.5,182.13,98,1.92,119,0,0.0
15641,4,1562,105,1887.2,471.8,102,2.14,119,0,0.0
18204,4,1188,71,1961.0,490.25,159,0.62,194,2,1.03
17571,4,875,50,1424.4,356.1,246,0.92,270,0,0.0
15321,4,1164,49,2663.5,665.88,83,2.32,105,10,9.52
16279,4,1044,21,1489.9,372.48,104,2.91,108,2,1.85
12429,4,1538,9,3388.4,847.1,81,3.82,94,0,0.0
15574,4,332,177,675.6,168.9,131,1.28,152,0,0.0
13507,4,1597,3,2479.2,619.8,146,0.88,162,0,0.0
14577,4,353,12,859.7,214.93,86,2.87,123,0,0.0
14224,4,483,110,1009.7,252.43,105,1.86,113,0,0.0
17672,4,1672,43,3106.6,776.65,105,2.32,115,5,4.35
13722,4,1400,120,2369.2,592.3,75,1.91,86,1,1.16
15525,4,383,2,717.0,179.25,132,2.37,157,2,1.27
18079,4,7347,45,3613.1,903.27,99,1.57,123,0,0.0
17043,4,998,32,1735.2,433.8,100,2.3,102,0,0.0
14360,4,1139,31,2118.0,529.5,104,0.53,117,0,0.0
12473,4,2323,53,2545.3,636.33,138,0.82,167,7,4.19
13471,4,1583,1,2501.8,625.45,214,0.18,254,0,0.0
17088,4,868,28,1991.0,497.75,96,1.96,115,0,0.0
16007,4,1388,47,1693.8,423.45,221,0.44,381,0,0.0
17014,4,238,8,562.7,140.68,63,0.79,73,1,1.37
17884,4,817,3,695.1,173.78,107,3.28,113,0,0.0
12370,4,2349,51,3421.9,855.48,142,1.88,165,0,0.0
12364,4,1499,7,1208.1,302.02,69,1.29,81,0,0.0
17345,4,341,15,519.7,129.93,70,2.21,83,0,0.0
15113,4,2319,9,3339.1,834.77,76,0.45,97,1,1.03
12432,4,1800,42,4359.3,1089.83,106,1.22,107,0,0.0
15644,4,550,166,803.5,200.88,166,0.4,232,0,0.0
16045,4,897,119,1340.7,335.18,71,2.06,83,0,0.0
13838,4,254,5,674.8,168.7,144,2.22,165,0,0.0
17728,4,1465,3,2860.7,715.17,153,0.49,168,3,1.79
16295,4,841,9,1328.6,332.15,70,0.69,79,0,0.0
18242,4,1017,72,2232.5,558.13,72,1.82,78,0,0.0
13077,4,859,1,726.8,181.7,98,3.35,110,0,0.0
12970,4,268,7,405.5,101.38,116,2.46,129,0,0.0
17921,4,425,64,820.2,205.05,114,1.43,142,0,0.0
17897,4,210,172,507.0,126.75,99,1.87,108,1,0.93
14234,4,951,22,754.1,188.53,122,0.24,147,0,0.0
12480,4,1673,28,2880.6,720.15,127,2.07,149,0,0.0
14044,4,304,26,646.4,161.6,165,1.38,206,0,0.0
15801,4,562,46,1042.2,260.55,61,0.91,69,5,7.25
15002,4,856,115,1629.2,407.3,92,2.21,114,0,0.0
15022,4,521,11,849.9,212.47,95,0.29,120,0,0.0
17883,4,374,3,664.3,166.07,133,1.72,142,0,0.0
15704,4,1028,140,2293.6,573.4,79,0.64,117,0,0.0
12449,4,1499,22,3592.0,898.0,116,0.88,186,0,0.0
15701,4,912,2,1529.0,382.25,193,0.47,230,0,0.0
16205,4,512,30,751.0,187.75,72,1.56,96,0,0.0
16303,4,2621,25,5305.8,1326.45,119,1.84,167,5,2.99
13555,4,2636,73,4098.9,1024.72,128,0.96,135,0,0.0
13614,4,563,24,1583.4,395.85,170,1.58,194,0,0.0
16005,4,279,12,577.9,144.47,172,1.3,200,0,0.0
17585,4,1650,109,1116.7,279.18,176,1.1,208,0,0.0
14449,4,741,18,885.8,221.45,201,1.41,250,0,0.0
14081,4,586,267,885.5,221.38,125,0.66,152,3,1.97
14446,4,856,0,1005.6,251.4,232,0.89,276,0,0.0
13869,4,1702,123,3069.0,767.25,233,0.77,302,0,0.0
15394,4,910,9,2183.5,545.88,54,4.14,85,0,0.0
12937,4,1007,15,1504.3,376.07,81,2.11,120,0,0.0
14277,4,1614,15,3892.8,973.2,194,0.88,224,3,1.34
15730,4,683,65,1108.4,277.1,68,1.93,73,3,4.11
16496,4,1067,8,1552.1,388.02,91,3.27,95,2,2.11
12933,4,492,24,599.2,149.8,100,2.51,104,1,0.96
16169,4,1325,8,1823.0,455.75,71,0.8,85,0,0.0
16900,4,724,11,869.2,217.3,77,0.64,79,1,1.27
15965,4,434,17,808.9,202.22,88,3.17,111,0,0.0
15530,4,938,21,1497.3,374.32,90,2.11,107,0,0.0
13149,4,1280,14,1676.1,419.02,76,3.21,86,0,0.0
16520,4,553,186,1034.9,258.73,128,1.15,156,1,0.64
16015,4,903,3,689.4,172.35,145,0.24,182,2,1.1
13285,4,2027,23,2693.9,673.48,155,1.44,185,0,0.0
14913,4,1719,35,1207.0,301.75,75,3.83,85,0,0.0
14336,4,1759,16,1614.9,403.73,77,2.89,90,0,0.0
18188,4,1155,15,1988.3,497.07,62,3.91,71,1,1.41
16657,4,1130,9,874.4,218.6,158,1.27,192,0,0.0
12577,4,462,35,560.3,140.07,136,2.23,146,1,0.68
17019,4,820,11,1258.1,314.52,166,1.56,228,0,0.0
14871,4,179,3,501.3,125.33,68,3.87,93,0,0.0
14034,4,312,22,509.1,127.28,82,1.53,89,3,3.37
17802,4,743,82,1251.8,312.95,105,1.98,147,7,4.76
14591,4,1228,15,1320.2,330.05,138,1.13,176,0,0.0
17589,4,1630,60,2402.9,600.73,171,0.71,252,0,0.0
16014,4,249,35,617.9,154.47,120,1.85,138,3,2.17
14554,4,1443,10,2279.5,569.88,147,0.2,203,0,0.0
15983,4,886,22,1465.1,366.27,82,3.15,112,0,0.0
12700,4,2944,7,4526.0,1131.5,192,0.78,264,0,0.0
16728,4,671,46,1048.3,262.07,218,0.83,263,0,0.0
15673,4,1451,88,2726.2,681.55,107,1.73,138,0,0.0
14710,4,375,14,599.5,149.88,124,0.32,136,0,0.0
16370,4,640,82,1301.9,325.48,143,0.65,221,0,0.0
14649,4,1004,4,1402.6,350.65,148,1.12,186,0,0.0
12539,4,2067,22,5568.3,1392.08,157,1.14,273,0,0.0
14504,4,308,47,673.3,168.32,85,2.16,107,0,0.0
15716,4,736,145,1099.4,274.85,100,1.93,116,0,0.0
13212,4,302,9,770.3,192.57,126,0.37,140,1,0.71
17625,4,1180,18,2020.4,505.1,223,0.78,306,0,0.0
17375,4,361,190,372.5,93.13,65,2.43,71,2,2.82
18145,4,2625,12,2861.5,715.38,174,1.35,221,0,0.0
12744,4,5186,56,9100.2,2275.05,176,1.23,214,0,0.0
17073,4,757,17,1443.2,360.8,140,0.53,172,0,0.0
14740,4,703,191,1383.9,345.98,83,1.01,91,4,4.4
12578,4,1133,21,2351.3,587.83,110,2.72,117,6,5.13
15707,4,590,35,914.1,228.53,124,0.24,203,0,0.0
17796,4,176,40,690.0,172.5,63,4.1,81,0,0.0
15952,4,391,33,781.9,195.47,65,2.29,84,0,0.0
12940,4,399,46,862.4,215.6,88,0.41,100,4,4.0
13196,4,1224,11,1797.8,449.45,97,2.29,110,0,0.0
15679,4,1170,24,781.3,195.32,98,1.44,110,0,0.0
15549,4,681,77,1640.2,410.05,103,2.11,114,1,0.88
15407,4,540,33,1031.7,257.93,141,1.86,147,0,0.0
15756,4,241,61,528.0,132.0,160,0.98,191,0,0.0
17950,4,341,72,471.7,117.92,62,4.17,71,1,1.41
12456,4,1593,44,2542.3,635.58,103,1.69,125,4,3.2
16361,4,410,9,874.4,218.6,86,0.6,102,0,0.0
14844,4,1833,63,3189.8,797.45,87,1.36,130,0,0.0
15237,4,1071,1,1412.3,353.07,94,2.29,99,0,0.0
15819,4,1351,49,1892.9,473.23,95,1.87,122,0,0.0
17092,4,1130,50,1774.0,443.5,99,1.84,124,0,0.0
16469,4,260,23,625.4,156.35,148,1.31,171,0,0.0
12836,4,1062,59,2610.4,652.6,148,1.45,174,0,0.0
17787,4,896,152,1817.5,454.38,94,1.7,128,0,0.0
14758,4,419,144,1484.1,371.02,54,1.61,71,0,0.0
16924,4,450,21,716.0,179.0,68,0.73,86,6,6.98
12381,4,766,4,1420.9,355.23,68,1.35,85,4,4.71
16951,4,1294,123,1257.7,314.43,72,2.12,86,1,1.16
16898,4,378,26,436.5,109.13,150,2.19,157,1,0.64
16224,4,1104,57,1290.3,322.57,89,2.03,95,0,0.0
17812,4,329,12,699.8,174.95,113,2.68,133,0,0.0
13558,4,338,5,594.5,148.63,123,0.36,169,0,0.0
14535,4,1813,59,2827.2,706.8,278,0.58,329,3,0.91
17289,4,512,31,922.8,230.7,86,1.41,105,1,0.95
15862,4,583,8,832.0,208.0,141,2.51,146,0,0.0
14305,5,1068,71,1788.8,357.76,95,0.57,109,5,4.59
